 File 	 檔案 
The dwarf is not here for idle conversion.	矮人不是來這裡閒聊的。
The stairs descend into the lower reaches of the mountain.	階梯向下通往山的深處。
You can see sky, light, and smell clouds through the opening.	你能透過開口看見天空、光線，還能聞到雲的氣味。
Oh dear!  With a slip of the foot, you fall head over heels down the long stairway.	糟了！你腳下一滑，一路翻滾摔下這條長長的階梯。
If you were to jump or duck here you might fall.	你要是在這裡跳躍或蹲下，可能會摔下去。
With a wrong move, you fall dizzyingly to the ground.	一個錯誤的動作，你便天旋地轉地摔到地上。
The goat was quite hesitant about climbing that huge beanstalk!  You may have lost the goat.	山羊對爬上那根巨大的豆莖相當猶豫！你可能已經把山羊弄丟了。
You can no longer see the bottom... it seems to go  on forever!	你已經看不見底部了……看來這裡深不見底！
You have to be careful when you get so high on the foliage!	爬到葉叢這麼高的地方，你得小心一點！
Whoops!  You fall toward a distant earth.	哎呀！你朝著遙遠的地面墜落。
Your heart thuds.  Dare you climb into the clouds?	你的心怦怦直跳。你敢爬進雲層裡嗎？
It is a long, long way down....	那可是好長、好長的一段路……
It is amazing that you actually climbed up this high!	你居然爬到這麼高的地方，真是令人驚訝！
It is hard to believe those seeds you planted grew this high.	真難以置信，你種下的種子居然長得這麼高。
You are in the Land of the Clouds.  It is rumored a giant lives up here.	你身處雲之國，傳說有個巨人住在這上面。
While falling through the hole, the magic ring fell off your finger.  Dangerous creatures can see you now!	你掉落洞穴的途中，魔戒從你的手指上滑落了。危險的生物現在能看見你了！
The warm sunlight falls through the hole in the ceiling.  Unfortunately, you can't reach it.	溫暖的陽光從天花板的洞口灑落下來，可惜你搆不著。
The dark tunnel leads off to the south.	這條黑暗的隧道通往南方。
When you fell through the hole, you felt a streching sensation and are back to your normal size.	你掉落洞穴時感到一陣拉伸的感覺，恢復成原本的大小了。
The further you get from the light, the darker and mustier it becomes.	你離光源越遠，這裡就變得越昏暗、越潮濕發霉。
Being invisible won't hide you from this rat's keen sense of smell.	就算隱形，也躲不過這隻大老鼠敏銳的嗅覺。
There is no rat here.	這裡沒有大老鼠。
It is a big rat with dripping teeth and small, greedy eyes.	這是一隻大老鼠，牙齒滴著口水，眼睛小而貪婪。
It is very dark and dreary.  The rat seems to like it here.	這裡又暗又陰森，那隻大老鼠似乎很喜歡待在這裡。
It is very dark and dreary in here.	這裡又暗又陰森。
This is no mouse, this is a big, ugly rat!	這可不是老鼠，這是一隻又大又醜的大老鼠！
The door slowly opens.	門緩緩打開了。
The door is closed.	門已經關上了。
Be careful around this rat next time!  He's dangerous!!	下次小心那隻大老鼠！牠很危險！！
The door appears to be stuck and won't close.	這扇門似乎卡住了，關不上。
Get closer if you want to try.	想試試看的話，先靠近一點。
You can't.  He moves too quickly.	你辦不到，牠的動作太快了。
The rat rasps, "Treasure!  Treasure!  Give treasure, or no go door!  Give treasure NOW!"	大老鼠沙啞地說：「寶物！寶物！交出寶物，不然別想過門！現在就交出寶物！」
You have no treasure to give the rat.	你身上沒有寶物可以給那隻大老鼠。
The rat doesn't want an ordinary walnut.	大老鼠不想要一顆普通的胡桃。
The rat doesn't want a tattered pouch.	大老鼠不想要一個破爛的皮袋。
What kind of treasure would you like to give the  greedy rat?	你想給這隻貪心的大老鼠什麼樣的寶物？
The huge rat takes the treasure you have offered and scuttles away.	那隻巨大的老鼠接過你獻上的寶物，飛快地跑走了。
It appears you are afraid of the rat!  You must get closer to give anything to this rat!	看來你很怕那隻大老鼠！你得靠近一點，才能把東西交給牠！
You do not have any.	你身上沒有這東西。
The rat drools at the sight of the cheese... and snatches it from your hand.  You might want to count your fingers.	大老鼠一看到乳酪就流口水……一把從你手中搶走。你也許該數數自己的手指還在不在。
The rat scrambles to the wall and seems to magically merge with it.	大老鼠竄向牆壁，彷彿被魔法融進牆裡消失了。
That is a good idea, but you do not have any cheese.	這主意不錯，可惜你身上沒有乳酪。
You count your fingers and are relieved to see you still have all of them.	你數了數自己的手指，鬆了口氣，發現十根都還在。
The leprechauns' magic powers detect your unseen presence.	地穴人的魔法察覺到你隱形的存在。
The leprechauns do not like your invasion of their territory.  They may not let you get any further.	地穴人不喜歡你入侵他們的地盤，他們可能不會讓你再往前一步。
The leprechauns revere the power of the fourleaf clover. With it in your possession they will leave you absolutely alone.	地穴人敬畏幸運草的力量，只要你身上帶著它，他們就絕對不會來打擾你。
Leprechauns love fiddle music!  Have you ever seen such frenzied dancing?	地穴人最愛小提琴的音樂！你看過這麼瘋狂的舞蹈嗎？
Totally involved in the music, they dance right out of the room.	他們完全沉浸在音樂裡，一路跳著舞離開了房間。
The leprechaun catches you and holds you with his small,  but strong arms.  I don't think the leprechaun will ever let go.	地穴人抓住了你，用他矮小卻強壯的雙臂緊緊抱住你。我想他大概永遠不會放手了。
You are in the antechamber of the Hall of the Leprechaun King.  There are leprechauns in the room with you.	你身處地穴人國王大廳的前廳，房間裡還有其他地穴人。
I can think of no good reason to close the door.	我實在想不出關門的理由。
I would not try talking to the leprechauns.  You might say the wrong thing.	我勸你別跟地穴人搭話，你可能會說錯話。
You would not get all of them before they got you.	你還沒抓到他們全部，他們就先抓住你了。
There are not any leprechauns here.	這裡沒有地穴人。
You are already playing the fiddle.	你已經在拉小提琴了。
You find playing the fiddle here very fun, but the dance floor is in the other room.	在這裡拉小提琴挺有趣的，不過舞池在隔壁房間。
You play a little tune on the fiddle to amuse yourself.	你拉了一小段曲子自娛自樂。
It is very difficult to play a fiddle if you do not have one.	沒有小提琴，很難拉得出曲子。
The little green men do not seem to be noticing you; perhaps because of the fourleaf clover.	這些綠色小人似乎沒注意到你，也許是幸運草的緣故。
There aren't any leprechauns here.	這裡沒有地穴人。
The King of the leprechauns is sitting on the stone throne. The magic shield is next to the throne.	地穴人國王坐在石造王座上，靈盾就放在王座旁邊。
The King of the leprechauns is sitting on the stone throne.	地穴人國王坐在石造王座上。
The King is leaving.	國王正要離開。
The King of the leprechauns is no longer here.	地穴人國王已經不在這裡了。
The stairs go up a narrow tunnel.	階梯通往一條狹窄的隧道。
To see the stairs, you have to get closer.	你得靠近一點，才能看清楚那道階梯。
The leprechaun King ignores your words.	地穴人國王對你的話置之不理。
I hope you can escape from the leprechauns, but it doesn't look good for you.	希望你能逃過地穴人的手掌心，不過看來情況對你不太妙。
The leprechaun, with much support from his peers, catches you and refuses to let go.  I think you will be here for a long, long time.	那個地穴人在同伴的協助下抓住了你，說什麼也不肯放手。我看你要在這裡待上好長一段時間了。
The King's magic prevents you from getting close enough to harm him.	國王的魔法讓你無法靠近到能傷害他的距離。
After his followers have danced away, the King of the leprechauns realizes he can lead best by following, and leaves, forgetting his beautiful sceptre.	隨著臣民跳舞遠去，地穴人國王領悟到，跟隨才是最好的領導方式，於是也跟著離去，忘了帶走他美麗的王杖。
The shield is already in your pocket.	靈盾已經在你的口袋裡了。
I think there might have been a shield here once, but someone has since taken it.	我想這裡原本可能有面盾牌，但已經被人拿走了。
